id,word,md5,sha1,sha256
93,abbreviation,,,
96,abbreviature,,,
98,abderian,,,
101,abdicable,,,
104,abdicating,,,
106,abdication,,,
109,abditive,,,
111,abdomen,,,
114,abdominales,,,
116,abdominoscopy,,,
119,abduced,,,
121,abduce,,,
124,abduct,,,
126,abductor,,,
129,abearance,,,
132,abecedary,,,
133,abed,,,
137,abelite,,,
140,aber-de-vine,,,
142,aberrance,,,
145,aberrate,,,
146,aberration,,,
150,abetted,,,
151,abetting,,,
154,abettal,,,
156,abettor,,,
159,abeyancy,,,
163,abhominal,,,
164,abhorred,,,
168,abhorrency,,,
171,abhorrer,,,
173,abib,,,
176,abid,,,
177,abiding,,,
181,abies,,,
182,abietene,,,
185,abietine,,,
187,abietite,,,
190,abilities,,,
193,abyme,,,
195,abiogenetic,,,
198,abiogeny,,,
200,abirritant,,,
203,abirritative,,,
205,abject,,,
208,abjectly,,,
210,abjudge,,,
213,abjugate,,,
216,abjuratory,,,
218,abjuring,,,
221,abjurer,,,
223,ablactation,,,
226,ablastemic,,,
228,ablatitious,,,
231,ablaze,,,
232,able,,,
236,ablegation,,,
238,ableness,,,
241,ablet,,,
244,abligurition,,,
245,ablins,,,
249,ablush,,,
250,ablution,,,
253,ably,,,
257,abnegation,,,
258,abnegative,,,
262,abnodation,,,
263,abnormal,,,
268,abnormity,,,
269,abnormous,,,
273,aboding,,,
276,abolish,,,
277,abolishable,,,
281,abolitionism,,,
282,abolitionist,,,
285,abomasum,,,
287,abominable,,,
290,abominated,,,
294,aboon,,,
295,aboral,,,
298,aboriginality,,,
300,aborigines,,,
303,abort,,,
305,aborticide,,,
308,abortional,,,
310,abortive,,,
313,abortment,,,
316,abounding,,,
318,about,,,
321,aboveboard,,,
323,abovedeck,,,
326,abovesaid,,,
327,abox,,,
330,abraded,,,
334,abrahamitic,,,
335,ical,,,
338,abraid,,,
340,abranchiata,,,
343,abrasion,,,
345,abraum,,,
348,abreast,,,
351,abrenunciation,,,
353,abreuvoir,,,
356,abridging,,,
357,abridge,,,
361,abroad,,,
364,abrogated,,,
366,abrogation,,,
450,absorptivity,,,
451,absquatulate,,,
452,absque,,,
453,abstained,,,
454,abstaining,,,
455,abstain,,,
456,abstainer,,,
457,abstemious,,,
458,abstemiousness,,,
459,abstention,,,
460,abstentious,,,
461,absterge,,,
462,abstergent,,,
463,absterse,,,
464,abstersion,,,
465,abstersive,,,
466,abstersiveness,,,
467,abstinence,,,
468,abstinency,,,
469,abstinent,,,
470,abstinently,,,
471,abstorted,,,
472,abstract,,,
473,abstracted,,,
371,abrupt,,,
372,abruption,,,
374,abruptness,,,
376,abscess,,,
377,abscession,,,
379,abscision,,,
380,abscisses,,,
382,abscissas,,,
384,abscissa,,,
385,abscission,,,
387,absconding,,,
389,abscondence,,,
390,absconder,,,
392,absent,,,
394,absenting,,,
395,absentaneous,,,
397,absentee,,,
398,absenteeism,,,
400,absently,,,
402,absent-minded,,,
403,absentness,,,
405,absinthate,,,
407,absinthe,,,
408,absinthial,,,
410,absinthiate,,,
412,absinthic,,,
413,absinthin,,,
415,absinthium,,,
416,absis,,,
418,absistence,,,
420,absolutely,,,
422,absolution,,,
424,absolutist,,,
426,absolutory,,,
428,absolvatory,,,
430,absolving,,,
432,absolvent,,,
434,absonant,,,
436,absorbed,,,
438,absorb,,,
440,absorbable,,,
442,absorbency,,,
444,absorber,,,
446,absorpt,,,
448,absorptive,,,
474,abstracting,,,
475,abstractedly,,,
476,abstractedness,,,
477,abstracter,,,
478,abstraction,,,
479,abstractional,,,
480,abstractionist,,,
481,abstractitious,,,
482,abstractive,,,
483,abstractively,,,
484,abstractiveness,,,
485,abstractly,,,
486,abstractness,,,
487,abstringe,,,
488,abstrude,,,
489,abstruse,,,
490,abstrusely,,,
491,abstruseness,,,
492,abstrusion,,,
493,abstrusity,,,
494,absume,,,
495,absumption,,,
496,absurd,,,
497,absurdities,,,
498,absurdity,,,
499,absurdly,,,
500,absurdness,,,
501,abuna,,,
502,abundance,,,
503,abundant,,,
504,abundantly,,,
505,aburst,,,
506,abusable,,,
507,abusage,,,
508,abused,,,
509,abusing,,,
510,abuse,,,
511,abuseful,,,
512,abuser,,,
513,abusion,,,
514,abusive,,,
515,abusively,,,
516,abusiveness,,,
517,abutted,,,
518,abutting,,,
519,abut,,,
520,abutilon,,,
521,abutment,,,
522,abuttal,,,
523,abutter,,,
524,abuzz,,,
525,aby,,,
526,abye,,,
527,abysm,,,
528,abysmal,,,
529,abysmally,,,
530,abyss,,,
531,abyssal,,,
532,abyssinian,,,
533,acacia,,,
534,acacias,,,
535,acaciae,,,
536,acacin,,,
537,acacine,,,
538,academe,,,
539,academial,,,
540,academian,,,
541,academic,,,
542,academical,,,
543,academically,,,
544,academicals,,,
545,academician,,,
546,academicism,,,
547,academism,,,
548,academist,,,
549,academies,,,
550,academy,,,
551,acadian,,,
552,acajou,,,
553,acalephs,,,
554,acalephans,,,
555,acaleph,,,
556,acalephan,,,
557,acalephae,,,
558,acalephoid,,,
559,acalycine,,,
560,acalysinous,,,
561,acanth,,,
562,acantha,,,
563,acanthaceous,,,
564,acanthine,,,
565,acanthocarpous,,,
566,acanthocephala,,,
567,acanthocephalous,,,
568,acanthophorous,,,
569,acanthopodious,,,
570,acanthopteri,,,
571,acanthopterous,,,
572,acanthopterygian,,,
573,acanthopterygii,,,
574,acanthopterygious,,,
575,acanthuses,,,
576,acanthi,,,
577,acanthus,,,
578,acapsular,,,
579,acardiac,,,
580,acaridan,,,
581,acarina,,,
582,acarine,,,
583,acaroid,,,
584,acarpellous,,,
585,acarpous,,,
586,acari,,,
587,acarus,,,
588,acatalectic,,,
589,acatalepsy,,,
590,acataleptic,,,
591,acater,,,
592,acates,,,
593,acaudate,,,
594,acaulescent,,,
595,acauline,,,
596,acaulose,,,
597,acaulous,,,
598,accadian,,,
599,acceded,,,
600,acceding,,,
601,accede,,,
602,accedence,,,
603,acceder,,,
604,accelerando,,,
605,accelerated,,,
606,accelerating,,,
607,accelerate,,,
608,acceleration,,,
609,accelerative,,,
610,accelerator,,,
611,acceleratory,,,
612,accelerograph,,,
613,accelerometer,,,
614,accend,,,
615,accendibility,,,
616,accendible,,,
617,accension,,,
618,accensor,,,
619,accent,,,
620,accented,,,
621,accenting,,,
622,accentless,,,
623,accentor,,,
624,accentuable,,,
625,accentual,,,
626,accentuality,,,
627,accentually,,,
628,accentuated,,,
629,accentuating,,,
630,accentuate,,,
631,accentuation,,,
632,accepted,,,
633,accepting,,,
634,accept,,,
635,acceptability,,,
636,acceptable,,,
637,acceptableness,,,
638,acceptably,,,
639,acceptance,,,
640,acceptancy,,,
641,acceptant,,,
642,acceptation,,,
643,acceptedly,,,
644,accepter,,,
645,acceptilation,,,
646,acception,,,
647,acceptive,,,
648,acceptor,,,
649,access,,,
650,accessarily,,,
651,accessariness,,,
652,accessary,,,
653,accessaries,,,
654,accessibility,,,
655,accessible,,,
656,accessibly,,,
657,accession,,,
658,accessional,,,
659,accessive,,,
660,accessorial,,,
661,accessorily,,,
662,accessoriness,,,
663,accessory,,,
664,accessories,,,
665,acciaccatura,,,
666,accidence,,,
667,accident,,,
668,accidental,,,
669,accidentalism,,,
670,accidentality,,,
671,accidentally,,,
672,accidentalness,,,
673,accidie,,,
674,accipenser,,,
675,accipient,,,
676,accipiters,,,
677,accipitres,,,
678,accipiter,,,
679,accipitral,,,
680,accipitrine,,,
681,accismus,,,
682,accite,,,
683,acclaim,,,
684,acclaimer,,,
685,acclamation,,,
686,acclamatory,,,
687,acclimatable,,,
688,acclimatation,,,
689,acclimated,,,
690,acclimating,,,
691,acclimate,,,
692,acclimatement,,,
693,acclimation,,,
694,acclimatizable,,,
695,acclimatization,,,
696,acclimatized,,,
697,acclimatizing,,,
698,acclimatize,,,
699,acclimature,,,
700,acclive,,,
701,acclivitous,,,
702,acclivities,,,
703,acclivity,,,
704,acclivous,,,
705,accloy,,,
706,accoast,,,
707,accoil,,,
708,accolade,,,
709,accombination,,,
710,accommodable,,,
711,accommodableness,,,
712,accommodated,,,
713,accommodating,,,
714,accommodate,,,
715,accommodately,,,
716,accommodateness,,,
717,accommodation,,,
718,accommodator,,,
719,accompanable,,,
720,accompanier,,,
721,accompaniment,,,
722,accompanist,,,
723,accompanied,,,
724,accompanying,,,
725,accompany,,,
726,accompletive,,,
727,accomplice,,,
728,accompliceship,,,
729,accomplicity,,,
730,accomplished,,,
731,accomplishing,,,
732,accomplish,,,
733,accomplishable,,,
734,accomplisher,,,
735,accomplishment,,,
736,accompt,,,
737,accomptable,,,
738,accomptant,,,
739,accord,,,
740,accorded,,,
741,according,,,
742,accordable,,,
743,accordance,,,
744,accordancy,,,
745,accordant,,,
746,accordantly,,,
747,accorder,,,
748,accordingly,,,
749,accordion,,,
750,accordionist,,,
751,accordment,,,
752,accorporate,,,
753,accosted,,,
754,accosting,,,
755,accost,,,
756,accostable,,,
757,accouchement,,,
758,accoucheur,,,
759,accoucheuse,,,
760,account,,,
761,accounted,,,
762,accounting,,,
763,accountability,,,
764,accountable,,,
765,accountably,,,
766,accountancy,,,
767,accountant,,,
768,accountantship,,,
769,accouple,,,
770,accouplement,,,
771,accourage,,,
772,accourt,,,
773,accoutered,,,
774,accoutred,,,
775,accoutering,,,
776,accoutring,,,
777,accouter,,,
778,accoutre,,,
779,accouterments,,,
780,accoutrements,,,
781,accoy,,,
782,accredited,,,
783,accrediting,,,
784,accredit,,,
785,accreditation,,,
786,accrementitial,,,
787,accrementition,,,
788,accresce,,,
789,accrescence,,,
790,accrescent,,,
791,accrete,,,
792,accretion,,,
793,accretive,,,
794,accriminate,,,
795,accroach,,,
796,accroachment,,,
797,accrual,,,
798,accrued,,,
799,accruing,,,
800,accrue,,,
801,accruer,,,
802,accrument,,,
803,accubation,,,
804,accumb,,,
805,accumbency,,,
806,accumbent,,,
807,accumber,,,
808,accumulated,,,
809,accumulating,,,
810,accumulate,,,
811,accumulation,,,
812,accumulative,,,
813,accumulator,,,
814,accuracy,,,
815,accurate,,,
816,accurately,,,
817,accurateness,,,
818,accurse,,,
819,accursed,,,
820,accurst,,,
821,accusable,,,
822,accusal,,,
823,accusant,,,
824,accusation,,,
825,accusatival,,,
826,accusative,,,
827,accusatively,,,
828,accusatorial,,,
829,accusatorially,,,
830,accusatory,,,
831,accuse,,,
832,accused,,,
833,accusing,,,
834,accusement,,,
835,accuser,,,
836,accusingly,,,
837,accustomed,,,
838,accustoming,,,
839,accustom,,,
840,accustomable,,,
841,accustomably,,,
842,accustomance,,,
843,accustomarily,,,
844,accustomary,,,
845,accustomedness,,,
846,aces,,,
847,ace,,,
848,aceldama,,,
849,acentric,,,
850,acephal,,,
851,acephala,,,
852,acephalan,,,
853,acephali,,,
854,acephalist,,,
855,acephalocyst,,,
856,acephalocystic,,,
857,acephalous,,,
858,acerate,,,
859,acerb,,,
860,acerbate,,,
861,acerbic,,,
862,acerbitude,,,
863,acerbity,,,
864,aceric,,,
865,acerose,,,
866,acerous,,,
867,acerval,,,
868,acervate,,,
869,acervation,,,
870,acervative,,,
871,acervose,,,
872,acervuline,,,
873,acescence,,,
874,acescency,,,
875,acescent,,,
876,acetable,,,
877,acetabular,,,
878,acetabulifera,,,
879,acetabuliferous,,,
880,acetabuliform,,,
881,acetabulum,,,
882,acetal,,,
883,acetaldehyde,,,
884,acetamide,,,
885,acetanilide,,,
886,acetarious,,,
887,acetary,,,
888,acetate,,,
889,acetated,,,
890,acetic,,,
891,acetification,,,
892,acetifier,,,
893,acetified,,,
894,acetifying,,,
895,acetify,,,
896,acetimeter,,,
897,acetimetry,,,
898,acetin,,,
899,acetize,,,
900,acetometer,,,
901,acetone,,,
902,acetonic,,,
40531,gat,,,
903,acetose,,,
904,acetosity,,,
905,acetous,,,
906,acetyl,,,
907,acetylene,,,
908,ach,,,
909,ache,,,
910,achaean,,,
911,achaian,,,
912,acharnement,,,
913,achate,,,
914,achatina,,,
915,achatour,,,
916,ached,,,
917,aching,,,
918,achean,,,
919,achene,,,
920,achenium,,,
921,achenial,,,
922,acheron,,,
923,acherontic,,,
924,achievable,,,
925,achievance,,,
926,achieved,,,
927,achieving,,,
928,achieve,,,
929,achievement,,,
930,achiever,,,
931,achillean,,,
932,achilles',,,
933,achilous,,,
934,achiote,,,
935,achlamydate,,,
936,achlamydeous,,,
937,acholia,,,
938,acholous,,,
939,achromatic,,,
940,achromatically,,,
941,achromaticity,,,
942,achromatin,,,
943,achromatism,,,
944,achromatization,,,
945,achromatized,,,
946,achromatizing,,,
947,achromatize,,,
948,achromatopsy,,,
949,achronic,,,
950,achroodextrin,,,
951,achroous,,,
952,achylous,,,
953,achymous,,,
954,aciculae,,,
955,acicula,,,
956,acicular,,,
957,aciculate,,,
958,aciculated,,,
959,aciculiform,,,
960,aciculite,,,
961,acid,,,
962,acidic,,,
963,acidiferous,,,
964,acidifiable,,,
965,acidific,,,
966,acidification,,,
967,acidifier,,,
968,acidified,,,
969,acidifying,,,
970,acidify,,,
971,acidimeter,,,
972,acidimetry,,,
973,acidity,,,
974,acidly,,,
975,acidness,,,
976,acidulated,,,
977,acidulating,,,
978,acidulate,,,
979,acidulent,,,
980,acidulous,,,
981,acierage,,,
982,aciform,,,
983,acinaceous,,,
984,acinaces,,,
985,acinaciform,,,
986,acinesia,,,
987,acinetae,,,
988,acinetiform,,,
989,aciniform,,,
990,acinose,,,
991,acinous,,,
992,acini,,,
993,acinus,,,
994,acipenser,,,
995,aciurgy,,,
996,acknow,,,
997,acknowledged,,,
998,acknowledging,,,
999,acknowledge,,,
1000,acknowledgedly,,,
1001,acknowledger,,,
1002,acknowledgment,,,
1003,aclinic,,,
1004,acme,,,
1005,acne,,,
1006,acnodal,,,
1007,acnode,,,
1008,acock,,,
1009,acockbill,,,
1010,acold,,,
1011,acologic,,,
1012,acology,,,
1013,acolothist,,,
1014,acolyctine,,,
1015,acolyte,,,
1016,acolyth,,,
1017,acolythist,,,
1018,aconddylose,,,
1019,acondylous,,,
1020,aconital,,,
1021,aconite,,,
1022,aconitia,,,
1023,aconitic,,,
1024,aconitine,,,
1025,aconitum,,,
1026,acontia,,,
1027,acontias,,,
1028,acopic,,,
1029,acorn,,,
1030,acorned,,,
1031,acorn-shell,,,
1032,acosmism,,,
1033,acosmist,,,
1034,acotyledon,,,
1035,acotyledonous,,,
1036,acouchy,,,
1037,acoumeter,,,
1038,acoumetry,,,
1039,acoustic,,,
1040,acoustical,,,
1041,acoustically,,,
1042,acoustician,,,
1043,acoustics,,,
1044,acquaint,,,
1045,acquainted,,,
1046,acquainting,,,
1047,acquaintable,,,
1048,acquaintance,,,
1049,acquaintanceship,,,
1050,acquaintant,,,
1051,acquaintedness,,,
1052,acquest,,,
1053,acquiesced,,,
1054,acquiescing,,,
1055,acquiesce,,,
1056,acquiescence,,,
1057,acquiescency,,,
1058,acquiescent,,,
1059,acquiescently,,,
1060,acquiet,,,
1061,acquirability,,,
1062,acquirable,,,
1063,acquired,,,
1064,acquiring,,,
1065,acquire,,,
1066,acquirement,,,
1067,acquirer,,,
1068,acquiry,,,
1069,acquisite,,,
1070,acquisition,,,
1071,acquisitive,,,
1072,acquisitively,,,
1073,acquisitiveness,,,
1074,acquisitor,,,
1075,acquist,,,
1076,acquit,,,
1077,acquitted,,,
1078,acquitting,,,
1079,acquitment,,,
1080,acquittal,,,
1081,acquittance,,,
1082,acquitter,,,
1083,acrania,,,
1084,acranial,,,
1085,acrase,,,
1086,acraze,,,
1087,acrasia,,,
1088,acrasy,,,
1089,acraspeda,,,
1090,acre,,,
1091,acreable,,,
1092,acreage,,,
1093,acred,,,
1094,acrid,,,
1095,acridity,,,
1096,acridness,,,
1097,acridly,,,
1098,acrimonious,,,
1099,acrimoniously,,,
1100,acrimoniousness,,,
1101,acrimonies,,,
1102,acrimony,,,
1103,acrisia,,,
1104,acrisy,,,
1105,acrita,,,
1106,acritan,,,
1107,acrite,,,
1108,acritical,,,
1109,acritochromacy,,,
1110,acritude,,,
1111,acrity,,,
1112,acroamatic,,,
1113,acroamatical,,,
1114,acroatic,,,
1115,acrobat,,,
1116,acrobatic,,,
1117,acrobatism,,,
1118,acrocarpous,,,
1119,acrocephalic,,,
1120,acrocephaly,,,
1121,acroceraunian,,,
1122,acrodactylum,,,
1123,acrodont,,,
1124,acrogen,,,
1125,acrogenous,,,
1126,acrolein,,,
1127,acrolith,,,
1128,acrolithan,,,
1129,acrolithic,,,
1130,acromegaly,,,
1131,acromial,,,
1132,acromion,,,
1133,acromonogrammatic,,,
1134,acronyc,,,
1135,acronychal,,,
1136,acronycally,,,
1137,acronyctous,,,
1138,acrook,,,
1139,acropetal,,,
1140,acrophony,,,
1141,acropodium,,,
1142,acropolis,,,
1143,acropolitan,,,
1144,acrospire,,,
1145,acrospore,,,
1146,acrosporous,,,
1147,across,,,
1148,acrostic,,,
1149,acrostical,,,
1150,acrostically,,,
1151,acrotarsium,,,
1152,acroteleutic,,,
1153,acroter,,,
1154,acroterial,,,
1155,acroteria,,,
1156,acroterium,,,
1157,acrotic,,,
1158,acrotism,,,
1159,acrotomous,,,
1160,acrylic,,,
1161,act,,,
1162,acted,,,
1163,acting,,,
1164,actable,,,
1165,actinal,,,
1166,actinaria,,,
1167,actiniae,,,
1168,actinias,,,
1169,actinia,,,
1170,actinic,,,
1171,actiniform,,,
1172,actinism,,,
1173,actinium,,,
1174,actino-chemistry,,,
1175,actinograph,,,
1176,actinoid,,,
1177,actinolite,,,
1178,actinolitic,,,
1179,actinology,,,
1180,actinomere,,,
1181,actinometer,,,
1182,actinometric,,,
1183,actinometry,,,
1184,actinophorous,,,
1185,actinosome,,,
1186,actinost,,,
1187,actinostome,,,
1188,actinotrocha,,,
1189,actinozoa,,,
1190,actinozoal,,,
1191,actinozoon,,,
1192,actinula,,,
1193,action,,,
1194,actionable,,,
1195,actionably,,,
1196,actionary,,,
1197,actionist,,,
1198,actionless,,,
1199,activate,,,
1200,active,,,
1201,actively,,,
1202,activeness,,,
1203,activities,,,
1204,activity,,,
1205,actless,,,
1206,acton,,,
1207,actor,,,
1208,actress,,,
1209,actual,,,
1210,actualist,,,
1211,actualities,,,
1212,actuality,,,
1213,actualization,,,
1214,actualize,,,
1215,actually,,,
1216,actualness,,,
1217,actuarial,,,
1218,actuaries,,,
1219,actuary,,,
1220,actuated,,,
1221,actuating,,,
1222,actuate,,,
1223,actuation,,,
1224,actuator,,,
1225,actuose,,,
1226,actuosity,,,
1227,acture,,,
1228,acturience,,,
1229,acuate,,,
1230,acuation,,,
1231,acuition,,,
1232,acuity,,,
1233,aculeate,,,
1234,aculeated,,,
1235,aculeiform,,,
1236,aculeolate,,,
1237,aculeous,,,
1238,aculei,,,
1239,aculeus,,,
1240,acumen,,,
1241,acuminate,,,
1242,acumination,,,
1243,acuminose,,,
1244,acuminous,,,
1245,acupressure,,,
1246,acupuncturation,,,
1247,acupuncture,,,
1248,acustumaunce,,,
1249,acutangular,,,
1250,acute,,,
1251,acute-angled,,,
1252,acutely,,,
1253,acuteness,,,
1254,acutifoliate,,,
1255,acutilobate,,,
1256,ad-,,,
1257,adact,,,
1258,adactyl,,,
1259,adactylous,,,
1260,adage,,,
1261,adagial,,,
1262,adagio,,,
1263,adam,,,
1264,adamant,,,
1265,adamantean,,,
1266,adamantine,,,
1267,adambulacral,,,
1268,adamic,,,
1269,adamical,,,
1270,adamite,,,
1271,adam's,,,
1272,adance,,,
1273,adangle,,,
1274,adansonia,,,
1275,adapt,,,
1276,adapted,,,
1277,adapting,,,
1278,adaptability,,,
1279,adaptableness,,,
1280,adaptable,,,
1281,adaptation,,,
1282,adaptative,,,
1283,adaptedness,,,
1284,adapter,,,
1285,adaption,,,
1286,adaptive,,,
1287,adaptiveness,,,
1288,adaptly,,,
1289,adaptness,,,
1290,adaptorial,,,
1291,adar,,,
1292,adarce,,,
1293,adatis,,,
1294,adaunt,,,
1295,adaw,,,
1296,adays,,,
1297,ad,,,
1298,added,,,
1299,adding,,,
1300,add,,,
1301,addable,,,
1302,addax,,,
1303,addeem,,,
1304,addenda,,,
1305,addendum,,,
1306,adder,,,
1307,adder's-tongue,,,
1308,adderwort,,,
1309,addibility,,,
1310,addible,,,
1311,addice,,,
1312,addict,,,
1313,addicted,,,
1314,addicting,,,
1315,addictedness,,,
1316,addiction,,,
1317,addison's,,,
1318,additament,,,
1319,addition,,,
1320,additional,,,
1321,additionally,,,
1322,additionary,,,
1323,addititious,,,
1324,additive,,,
1325,additory,,,
